title,description,bedrooms,bathrooms,toilets,location,city,price
Newly Built 2 Bedroom Flat,2 Bedroom Flat & Apartment,2,2,3,"Osapa London, Osapa, Lekki",Lekki,2500000
Newly Built Mini Flat For Rent,Flat & Apartment,1,1,2,"Osapa London , Osapa, Lekki",Lekki,1000000
4 bedroom semi detached house with 1 room BQ  lekki Phase 1,4 Bedroom Duplex,4,4,5,"Lekki Phase 1, Lekki",Lekki,6000000
Newly Built 2 Bedroom Flat,2 Bedroom Flat & Apartment,2,2,3,"Off Freedow Way , Lekki Phase 1, Lekki",Lekki,2300000
Four (4) Bedroom Fully Serviced Terrace with Bq.,4 Bedroom Duplex,4,5,6,"Parkview, Parkview Estate, Ikoyi",Ikoyi,7000000
Spacious 6 Bedroom Semi Detached House,6 Bedroom Duplex,6,6,7,"Vi, Victoria Island",Victoria Island,20000000
Newly Built 3 Bedroom Flat,3 Bedroom Flat & Apartment,3,3,4,"Banana Island, Ikoyi",Ikoyi,9000000
Classic Newly Built Semi Detached House,3 Bedroom Duplex,3,3,4,"Chevron Drive, Lekki",Lekki,2500000
Two Bedroom Flat,2 Bedroom Flat & Apartment,2,2,3,"Ikoyi, Banana Island, Ikoyi",Ikoyi,7000000
Office Space For Rent,Office,0,0,1,"Lekki Phase 1, Lekki",Lekki,800000
Luxury Hotel For Lease In Ikeja,Hotel,0,0,1,"Omole Estate, Ikeja , Ikeja",Ikeja,30000000
Lovely 3 Bedroom Serviced Flat,3 Bedroom Flat & Apartment,3,3,4,"Lekki, Lekki Phase 1, Lekki",Lekki,3500000
Newly built furnished 4 bedrooms terrace,4 Bedroom Duplex,4,5,6,"Ikate, Ikate Elegushi, Lekki",Lekki,6500000
Newly Renovated Serviced 3 Bedroom Semi Detached House,3 Bedroom Flat & Apartment,3,3,4,"Lekki, Lekki Phase 1, Lekki",Lekki,4500000
A Furnished 2 Bedroom House,2 Bedroom Flat & Apartment,2,1,2,"Banana Island, Ikoyi",Ikoyi,8966250
Premium 4 Bedroom Apartment,4 Bedroom Flat & Apartment,4,5,6,Ikoyi,Ikoyi,15000000
Mini Flat For Rent,Flat & Apartment,1,1,2,"2Nd Round About, Lekki Phase 1, Lekki",Lekki,1800000
A Lovely Luxury  5 Bedroom Semi Detached House,5 Bedroom Duplex,5,5,6,"Lekki, Lekki Phase 1, Lekki",Lekki,5500000
Exceptionally Designed 3 Bed Apartment,2 Bedroom Flat & Apartment,2,2,3,Ikoyi,Ikoyi,10000000
2 Bedroom Flat,2 Bedroom Flat & Apartment,2,2,3,"Chevron, Chevron Drive, Lekki",Lekki,2100000
Four bedroom terraced ensuite Victoria island,4 Bedroom Terrace,4,5,6,"Amadu Bello Victoria Island, Victoria Island",Victoria Island,4500000
Luxury 3 Bedroom Highrise Apartment,3 Bedroom Flat & Apartment,3,3,4,Victoria Island,Victoria Island,15000000
Affordable 2 Units of 2 Bedroom Apartment,2 Bedroom Flat & Apartment,2,2,3,"Federal Housing (F.H.A Lugbe), Lugbe, Abuja Phase 4",Abuja,1000000
Newly Built 3 Bedroom,3 Bedroom Flat & Apartment,3,3,4,"Chevron Drive, Lekki",Lekki,2000000
Newly Built 3 Bedroom Flat,3 Bedroom Flat & Apartment,3,3,4,"Osapa  London, Osapa, Lekki",Lekki,3000000
Lovely 3 Bedroom Flat,3 Bedroom Flat & Apartment,3,3,4,"Osapa London, Osapa, Lekki",Lekki,2500000
Mini Flat For Rent,Flat & Apartment,1,1,2,"Lekki Phase 1, Lekki",Lekki,1100000
Exquisite 4 Bedroom Semi-Detached Duplex with a Room Bq for Rent in Banana Island,4 Bedroom Duplex,4,4,5,"Banana Island, Ikoyi",Ikoyi,13000000
6 bedroom fully detached duplex,6 Bedroom Duplex,6,7,8,"Galadimawa, Abuja Phase 3",Abuja,18000000
Mini Flat For Rent,Flat & Apartment,1,1,2,"Agungi, Lekki",Lekki,1200000
Newly Built 8 Unit 4 Bedroom Terrace House,4 Bedroom Flat & Apartment,4,4,5,"Ikeja,  Ikeja G.R.A, Ikeja",Ikeja,5000000
Luxury 4 Bedroom Flat In Knightbridge,4 Bedroom Flat & Apartment,4,4,5,"Off Banana Island Road, Banana Island, Ikoyi",Ikoyi,13000000
2 Bedroom Luxury Serviced Apartment for Rent in Bwari,2 Bedroom Flat & Apartment,2,2,3,"Banana Island, Ikoyi, Bwari, Abuja Phase 4",Abuja,17100000
1 Bedroom Flat,Flat & Apartment,1,1,2,"Awolowo Road, Ikoyi",Ikoyi,1000000
6 Bedroom Detached House with 2 room BQ off Bourdillon Road,6 Bedroom Office,6,8,9,"Bourdlillon Road Old Ikoyi Lagos ., Ikoyi",Ikoyi,12000000
Tastefully Finished 4 Bedroom Maisonette With A Room Servant Quarter,4 Bedroom Terrace,4,4,5,"Innocent Idibia , Ikate Elegushi, Lekki",Lekki,4500000
Luxury 2 Bedroom Apartment,2 Bedroom Flat & Apartment,2,2,3,"A4, Banana Island, Ikoyi",Ikoyi,7500000
Furnished One Bedroom Apartment,Flat & Apartment,1,1,2,"Banana Island, Ikoyi",Ikoyi,7000000
New 3 Bedroom Serviced Apartment at Osapa Estate GRA,3 Bedroom Flat & Apartment,3,5,6,"Osapa Estate Gra, Lekki Expressway, Lekki",Lekki,2300000
3500sqm land,Land,0,0,1,"Off Idowu Martins , Victoria Island",Victoria Island,30000000
Water Factory On One Hectares For Lease,Commercial Property,0,0,1,"Stallion Way, Bogije., Ibeju Lekki, Ajah",Ajah,50000000
Warehouse for lease,Warehouse,0,0,1,"Magboro, Lagos Extension",Lagos Extension,0
Open Plan Space For Rent,Office,0,0,1,"Akin Adesola, Victoria Island",Victoria Island,19800000
4 Units of 100sqms and 1 Unit of 30sqm Available For Let Let In Oniru,Office,0,0,1,"Oniru, Victoria Island",Victoria Island,9000000
2 hectares of estate development at lugbe i extension with AMAC R of O and FCDA recertified in river park estate,Land,0,0,1,"Lugbe 1  Extension, River Park Estate, Lugbe, Abuja Phase 4",Abuja,0
Plot Ed105 Of 5 Hectares Of Estate Development Land At Lugbe 1 Extension,Land,0,0,1,"Lugbe 1 Extension, Lugbe, Abuja Phase 4",Abuja,0
Shop Outlet for Let,Shop,0,0,1,"Lekki Phase 1, Lekki",Lekki,2500000
Prime Land For Lease,Commercial Property,0,0,1,"Lugard Avenue,, Ikoyi",Ikoyi,20000000
100 & 90 Square Meter Serviced Open Plan Commercial Office Space,Office,0,0,1,"Allen , Allen Avenue, Ikeja",Ikeja,2500000
A cozy 2 bedroom bungalow in an estate,2 Bedroom Bungalow,2,3,4,"By Dunamis, Lugbe, Abuja Phase 4",Abuja,1300000
185 Square Meter Open Plan Commercial Property,Office,0,0,1,"Off Ahmadu Bello Way, Victoria Island",Victoria Island,10175000
Grade A Office Space in Victoria Island - 200sqm,Office,0,0,1,Victoria Island,Victoria Island,40000000
Church-gate Office Complex,Office,0,0,1,"Central Business District, Central Area, Abuja Phase 1",Abuja,5688896
Fully Furnished 5 Bedroom Detached House for rent in Osapa Lekki Lagos.,5 Bedroom House,5,5,6,"Osapa, Lekki",Lekki,9000000
3 Bedroom Penthouse With Its Own Private Compound For Let In Banana Island,3 Bedroom Flat & Apartment,3,3,4,"Banana Island, Ikoyi",Ikoyi,20000000
"Newly Built 4 Bedroom Flat + Bq, by the Sea",4 Bedroom Flat & Apartment,4,5,6,"Banana Island, Ikoyi",Ikoyi,25000000
3 bedroom apartment,3 Bedroom Flat & Apartment,3,4,5,"At, Victoria Island",Victoria Island,12000000
4 Bedroom Semi-Detached Duplex  + Bq,4 Bedroom Duplex,4,5,6,"Park View Estate, Ikoyi",Ikoyi,7000000
Exquisitely finished 5 bedroom house,5 Bedroom House,5,6,7,"At, Lekki Phase 1, Lekki",Lekki,15000000
5300sqm With 1 & 2 Bedroom Apartments For Commercial Or Residential Use,2 Bedroom Flat & Apartment,2,3,4,"Gerard Road , Ikoyi",Ikoyi,70000000
"4 Bedroom Terraced Duplex + Bq, 24hrs Electricity + Swimming Pool",4 Bedroom Terrace,4,5,6,"Ikate, Ikate Elegushi, Lekki",Lekki,6200000
"4 Bedroom Terraced Duplex on 2 Floors, Bq + 24hrs Electricity + Swimming Pool",4 Bedroom Terrace,4,5,6,"Ikate, Ikate Elegushi, Lekki",Lekki,6000000
"4 Bedroom Terraced Duplex, 2 Room Bq, 24hrs Electricity",5 Bedroom Terrace,5,4,5,"Ikate Elegushi, Lekki",Lekki,7000000
"Partly furnished 5 bedroom duplex, all rooms en-suite",5 Bedroom Duplex,5,6,7,"At, Lekki Phase 1, Lekki",Lekki,15000000
2 bedroom fully fitted furnished luxury apartment with swimming pool,2 Bedroom Flat & Apartment,2,3,4,Ikoyi,Ikoyi,8000000
4 Bedroom Terraced Duplex + Bq,4 Bedroom Terrace,4,5,6,"Ikate, Ikate Elegushi, Lekki",Lekki,5000000
Modern 3 Bedroom Apartment,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,8500000
Luxurious high rise 3 bedroom apartment,3 Bedroom Flat & Apartment,3,4,5,"Vi, Victoria Island",Victoria Island,12000000
Brand New 2 Bedroom Duplex with Open Kitchen,2 Bedroom Duplex,2,3,4,"Lekki County Homes, Lekki Phase 2, Lekki",Lekki,3000000
3 bedroom apartment ground floor,3 Bedroom Flat & Apartment,3,4,5,"Acacia Drive, Osborne Phase 2, Ikoyi",Ikoyi,4000000
Lovely 4 Bedroom Flat  with a Room Boys Quarter for let in Oniru Victoria Island Lagos.,4 Bedroom Flat & Apartment,4,4,5,"Oniru, Victoria Island",Victoria Island,4000000
Luxurious high rise 4 bedroom apartment,4 Bedroom Flat & Apartment,4,5,6,"Vi, Victoria Island",Victoria Island,15000000
Massive Compound 5 Bedrooms Fully Detached Duplex with 2 rooms Bq,5 Bedroom Duplex,5,6,7,"Ikate Elegushi, Lekki",Lekki,8000000
Spacious 5 bedroom house with 2 room bq,5 Bedroom House,5,6,7,"Furo Ezimora Street , Lekki Phase 1, Lekki",Lekki,6500000
4 bedroom terrace duplex,4 Bedroom Terrace,4,5,6,"Femi Pedro Street, Parkview Estate, Ikoyi",Ikoyi,8000000
2 bedroom at Jedo,2 Bedroom Bungalow,2,2,3,"Close To Jedo Estate, Lugbe, Abuja Phase 4",Abuja,1000000
5 Bedroom Detached Duplex +Bq in Gated Estate,5 Bedroom Duplex,5,6,7,"Vgc, Victoria Garden City, Lekki",Lekki,6000000
Commercial building,Commercial Property,0,0,1,"Glover Road , Ikoyi",Ikoyi,70000000
3 bedroom fully fitted apartment with swimming pool and badminton volleyball room,3 Bedroom Flat & Apartment,3,4,5,Ikoyi,Ikoyi,8000000
Very Spacious Compound 4 Bedrooms Fully Detached Duplex with Bq,4 Bedroom Duplex,4,5,6,"Ajah, Lagos, Ajah",Ajah,3500000
Massive size 3 bed apartment with ante room,3 Bedroom Flat & Apartment,3,4,5,"Old Ikoyi, Ikoyi",Ikoyi,8000000
2200sm Land Beside Kolapo Ishola GRA,Commercial Property,0,0,1,"Akobo, Ibadan",Ibadan,1000000
Tastefully finished 3Bedroom Terrace duplex in Omole Phase2,3 Bedroom Terrace,3,4,5,"Omole, Ikeja",Ikeja,2500000
3 Bedroom Detached Bungalow,3 Bedroom Bungalow,3,4,5,"Agungi, Lekki",Lekki,3500000
3 Bedroom Luxury Serviced Apartment for Rent in Banana Island,3 Bedroom Flat & Apartment,3,3,4,"Banana Island, Ikoyi",Ikoyi,22800000
3 Bedroom Flat,3 Bedroom Flat & Apartment,3,3,4,"Agungi, Lekki, Agungi, Lekki",Lekki,1600000
3 Bedroom Flat for Rent in Ogba | Omole | Ojodu | Berger | Magodo Isheri,3 Bedroom Flat & Apartment,3,3,4,"Magodo Isheri, Ikeja",Ikeja,750000
3 Bedroom Terrace for Rent in Ikoyi,3 Bedroom Terrace,3,3,4,"Old Ikoyi, Ikoyi",Ikoyi,10000000
"10,000 Square Feet Warehouse with Outdoor Space of 5000 Square Meters",Warehouse,0,0,1,"Charley Boy, Anthony, Ikorodu Road",Ikorodu Road,30000000
2Bedrooms Bungalow at Gwarinpa,2 Bedroom Bungalow,2,2,3,"35 Road, Gwarimpa, Abuja Phase 3",Abuja,1000000
Self contain with a sizeable Kitchen and  bathroom,Flat & Apartment,1,1,2,"35 Road, Gwarimpa, Abuja Phase 3",Abuja,400000
Mercury Icon Luxury Homes,2 Bedroom Flat & Apartment,2,2,3,"Katampe Main, Abuja Phase 2",Abuja,5000000
2 units of semi detached 5 bedroom apartments,Commercial Property,0,0,1,"At, Lekki Phase 1, Lekki",Lekki,18000000
Self contained for rent in Oniru,Room or Boys Quarter,0,0,1,"Godson Ilodianya Street , Oniru, Victoria Island",Victoria Island,1000000
Corner Piece Land With Office Building,Land,0,0,1,"Glover Ikoyi , Ikoyi",Ikoyi,70000000
5 Bedroom Detached House for Rent in Lekki Phase 1 | Lekki Phase 2,5 Bedroom House,5,5,6,"Lekki Phase 1, Lekki",Lekki,9000000
4 Bedroom Terrace for Rent in Lekki Phase 1 | Lekki Phase 2,4 Bedroom Terrace,4,4,5,"Lekki Phase 1, Lekki",Lekki,6500000
5 Bedroom Duplex for Rent in Lekki Phase 1 | Lekki Phase 2,5 Bedroom Duplex,5,5,6,"Lekki Phase 1, Lekki",Lekki,4000000
2 Bedroom Fully Serviced Flat,2 Bedroom Flat & Apartment,2,2,3,"Ikate Elegushi, Lekki",Lekki,0
Office for Rent in Victoria Island,5 Bedroom Office,5,5,6,Victoria Island,Victoria Island,15000000
Office for Rent in Victoria Island,6 Bedroom Office,6,7,8,Victoria Island,Victoria Island,15000000
Tastefully Finished 5 bedrom duplex,Duplex,0,0,1,"Richmond Estate, Ikate Elegushi, Lekki",Lekki,5500000
Office for Rent in Lekki Phase 1 | Lekki Phase 2,5 Bedroom Office,5,5,6,"Lekki Phase 1, Lekki",Lekki,5000000
Office for Rent in Lekki Phase 1 | Lekki Phase 2,6 Bedroom Office,6,7,8,"Lekki Phase 1, Lekki",Lekki,11000000
4 Bedroom Terrace for Rent in Banana Island,4 Bedroom Terrace,4,4,5,"Banana Island, Ikoyi",Ikoyi,15000000
Fully Serviced 4 Bedroom Penthouse,4 Bedroom Flat & Apartment,4,5,6,"Banana Island, Ikoyi, Banana Island, Ikoyi",Ikoyi,22000000
2 Bedroom Flat for Rent in Ikoyi,2 Bedroom Flat & Apartment,2,2,3,Ikoyi,Ikoyi,6000000
Tastefully Finished 4 Bedroom Terrace,Terrace,0,0,1,"Off Admiralty Road, Lekki Phase 1, Lekki",Lekki,6000000
Newly Built 7 Units 3 Bedroom Flat,3 Bedroom Flat & Apartment,3,3,4,"Off Ligali Ayorinde, Victoria Island",Victoria Island,5000000
Luxury 2 Bedroom Flat With A Room Bq,Flat & Apartment,0,0,1,"Off Akinyemi Avenue, Lekki Phase 1, Lekki",Lekki,3000000
Luxury 2 Bedroom Flat With A Room Bq,2 Bedroom Flat & Apartment,2,2,3,"Off Akinyemi Avenue, Lekki Phase 1, Lekki",Lekki,3000000
4 Bedroom Luxury Serviced Apartment for Rent in Ikoyi,4 Bedroom Flat & Apartment,4,4,5,Ikoyi,Ikoyi,5500000
4 Bedroom Luxury Serviced Apartment for Rent in Ikoyi,4 Bedroom Flat & Apartment,4,4,5,Ikoyi,Ikoyi,14250000
Tastefully Finished 4 Bedroom Terrace,4 Bedroom Terrace,4,4,5,"Olutoye Close, Ikeja , Ikeja",Ikeja,5500000
3 Bedroom Terrace for Rent in Ikoyi,3 Bedroom Terrace,3,3,4,Ikoyi,Ikoyi,8000000
Spacious Mini Flat,Flat & Apartment,1,1,2,"Off Hakeem Dickson, Lekki Phase 1, Lekki",Lekki,1500000
Brand New 2 Bedroom Serviced Flat,2 Bedroom Flat & Apartment,2,2,3,"Off Admiralty Way, Lekki Phase 1, Lekki",Lekki,3000000
Well Finished 3 Bedroom Serviced Flat,3 Bedroom Flat & Apartment,3,3,4,"Off Admiralty Road, Lekki Phase 1, Lekki",Lekki,3500000
Newly Built 4 Bedroom Semi Detached Hous,Bungalow,0,0,1,"Chief Collins, Agungi, Lekki",Lekki,12
4 Bedroom Luxury Serviced Apartment for Rent in Banana Island,4 Bedroom Flat & Apartment,4,4,5,"Banana Island, Ikoyi",Ikoyi,30000000
3 Bedroom Luxury Serviced Apartment for Rent in Banana Island,3 Bedroom Flat & Apartment,3,3,4,"Banana Island, Ikoyi",Ikoyi,15500000
Well Finished Serviced 2 Bedroom Flat,2 Bedroom Flat & Apartment,2,2,3,"Kayode Animsaun, Lekki Phase 1, Lekki",Lekki,3000000
3 Bedroom Luxury Serviced Apartment for Rent in Banana Island,3 Bedroom Flat & Apartment,3,3,4,"Banana Island, Ikoyi",Ikoyi,12350000
5 Bedroom Detached House for Rent in Banana Island,5 Bedroom House,5,5,6,"Banana Island, Ikoyi",Ikoyi,10000000
Newly Built 4 Units Of 2 Bedroom Flat,2 Bedroom Flat & Apartment,2,2,3,"Off Hakeem Dickson, Lekki Phase 1, Lekki",Lekki,3000000
5 Bedroom Detached House for Rent in Lekki Phase 1 | Lekki Phase 2,5 Bedroom House,5,5,6,"Lekki Phase 1, Lekki",Lekki,8000000
4 Bedroom Detached House for Rent in Banana Island,4 Bedroom House,4,4,5,"Banana Island, Ikoyi, Banana Island, Ikoyi",Ikoyi,11000000
3 Bedroom Duplex for Rent in Lekki Phase 1 | Lekki Phase 2,3 Bedroom Duplex,3,3,4,"Lekki Phase 1, Lekki",Lekki,5000000
3 Bedroom Flat for Rent in Lekki Phase 1 | Lekki Phase 2,3 Bedroom Flat & Apartment,3,3,4,"Lekki Phase 1, Lekki",Lekki,3000000
2 Bedroom Office Space,2 Bedroom Commercial Property,2,2,3,"Fatai Arubieke St, Lekki Phase 1, Lekki",Lekki,2500000
Newly Built 5 Bedroom Semi Detached Hous,5 Bedroom Duplex,5,5,6,"Richmond Estate, Ikate Elegushi, Lekki",Lekki,5000000
Well Finished 2 Bedroom Flat With Bq,2 Bedroom Block Of Flats,2,2,3,"Freedom Way, Lekki Phase 1, Lekki",Lekki,2000000
3 Bedroom Flat for Rent in Banana Island,3 Bedroom Flat & Apartment,3,3,4,"Banana Island, Ikoyi",Ikoyi,11050000
Luxury Serviced 3 Bedroom Flat,3 Bedroom Flat & Apartment,3,3,4,"Off Admiralty Road, Lekki Phase 1, Lekki",Lekki,4000000
Luxury 2 Bedroom Flat With A Room Bq,2 Bedroom Flat & Apartment,2,2,3,"Off Admiralty Way, Lekki Phase 1, Lekki",Lekki,5000000
Newly Built 3 Bedroom Flat With Bq,3 Bedroom Flat & Apartment,3,3,4,"Off Hakeen Dickson, Lekki Phase 1, Lekki",Lekki,3500000
Five Bedroom Duplex With 2 Room Bq,5 Bedroom Duplex,5,5,6,"Off Babatunde Anjouse, Lekki Phase 1, Lekki",Lekki,5000000
Tastefully Finished 5 Bedroom Duplex,5 Bedroom House,5,5,6,"Off Admiralty Road, Lekki Phase 1, Lekki",Lekki,10000000
3 Bedroom Flat for Rent in Lekki Phase 1 | Lekki Phase 2,3 Bedroom Flat & Apartment,3,3,4,"Lekki Phase 1, Lekki",Lekki,4000000
3 Bedroom Flat for Rent in Lekki Phase 1 | Lekki Phase 2,3 Bedroom Flat & Apartment,3,3,4,"Lekki Phase 1, Lekki",Lekki,2500000
Well Finished 2 Bedroom Flat,2 Bedroom Flat & Apartment,2,2,3,"Off Babatunde Anjouns, Lekki Phase 1, Lekki",Lekki,2000000
Luxury 3 Bedroom Flat With A Room Bq,3 Bedroom Flat & Apartment,3,3,4,"Off Admiralty Way, Lekki Phase 1, Lekki",Lekki,6000000
Serviced  3 bedroom flat in LEKKI phase 1,3 Bedroom Block Of Flats,3,3,4,"Off Admiralty Way, Lekki Phase 1, Lekki",Lekki,2500000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
2bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Oniru, Oniru, Victoria Island (VI), Lagos",Victoria Island,3500000
Executive 3 Bedroom Flat Serviced Apartment,3 bedroom flat / apartment for rent,3,3,3,"Prime Water Garden, Ikate, Lekki, Lagos",Lekki,4000000
Fantastic 1 Bedroom Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Lekki Palm City, Ajah, Lagos",Ajah,1000000
Luxury,4 bedroom flat / apartment for rent,4,3,4,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,12000000
Sweet 2 Bedroom Flat With Excellent Facilities,2 bedroom flat / apartment for rent,2,2,3,"Lekki Palm City, Ajah, Lagos",Ajah,1500000
Lovely 3 Bedroom Flat Two In A Compound,3 bedroom flat / apartment for rent,3,3,4,"Near Channels Television, Opic, Isheri North, Lagos",North,2000000
New 3 Bedroom Apartment + Bq & Elevator,3 bedroom flat / apartment for rent,3,3,4,"Right Hand Side, Lekki Phase 1, Lekki, Lagos",Lekki,5000000
2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,2,"Lekki, Lagos",Lekki,3000000
3 Bedroom Serviced Flat Lekki-phase-1,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,4500000
Luxury 3 Bedroom Apartment With Excellent Facilities,3 bedroom flat / apartment for rent,3,3,4,"Immediately After Lagos Business School, Ajah, Lagos",Ajah,1600000
Spacious Serviced Miniflat With Two Toilets And Bath,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,2200000
Fully Furnished Three Bedroom Apartment,3 bedroom flat / apartment for rent,3,2,4,"Oniru, Victoria Island (VI), Lagos",Victoria Island,8000000
Luxury Furnished 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Victoria Island (VI), Lagos",Victoria Island,7000000
Luxury 3-bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Shonny Highway, Shonibare Estate, Maryland, Maryland, Lagos",Maryland,7000000
Luxury 3 Bedroom Apartment With Excellent Facilities,3 bedroom flat / apartment for rent,3,3,4,"Immediately After Lagos Business School, Ajah, Lagos",Ajah,1400000
Luxury 2 Bedroom Apartment With Excellent Facilities,2 bedroom flat / apartment for rent,2,2,3,"Immediately After Lagos Business School, Ajah, Lagos",Ajah,1400000
"Top Floor New & Fresh 4 Bedroom Apartment + Bq,pool,gym,elevator",4 bedroom flat / apartment for rent,4,4,5,"Parkview, Ikoyi, Lagos",Ikoyi,13000000
Fresh & New 4 Bedroom Apartment +bq+24/7 Power+security,4 bedroom flat / apartment for rent,4,4,5,"Ikoyi, Lagos",Ikoyi,12000000
A Decent 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,2,"Abule Ijesha, Yaba, Lagos",Yaba,700000
Luxury 2 Bedroom Apartment With Excellent Facilities,2 bedroom flat / apartment for rent,2,2,3,"Abijo, Ibeju Lekki, Lagos",Lekki,1000000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
6 Units New Luxury 3 Bedroom Apartments + Bq - Single Tenant Wanted,3 bedroom flat / apartment for rent,3,3,4,"Parkview, Ikoyi, Lagos",Ikoyi,6000000
Luxury Newly Built 3 Bedroom Apartment +bq+ Gym+pool Etc,3 bedroom flat / apartment for rent,3,3,4,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,15000000
A Single Room Apartment,Self contain (single rooms) for rent,0,1,1,"Greenland Estate, Olokonola., Sangotedo, Ajah, Lagos",Ajah,500000
Newly Built 3 Bedroom Apartment +bq+gym+pool,3 bedroom flat / apartment for rent,3,3,4,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,12500000
Pocket Friendly Well Sized 3 Bedroom Apartment +tennis+bq,3 bedroom flat / apartment for rent,3,3,4,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,7500000
Luxury 2 Bedroom Apartment With Excellent Facilities,2 bedroom flat / apartment for rent,2,4,3,"Immediately After Lagos Business School, Ajah, Lagos",Ajah,1400000
A Newly Built 5 Bedroom Apartment With Bq And Pent House,5 bedroom flat / apartment for rent,5,5,6,"Lekki Right, Lekki, Lagos",Lekki,7500000
3 Bedroom With Bq,3 bedroom flat / apartment for rent,3,3,4,"Banana Island Estate, Ikoyi, Lagos",Ikoyi,12000000
Premium 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,12000000
Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Off Goodluck Streetorioke, Ogudu, Lagos",Ogudu,700000
Upscale 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,18000000
High End 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Ikoyi, Lagos",Ikoyi,16000000
4 Bedroom Detached House,4 bedroom flat / apartment for rent,4,4,3,"Phase 1, Lekki, Lagos",Lekki,10000000
Newly Renovated 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,3,"Old Ikoyi, Old Ikoyi, Ikoyi, Lagos",Ikoyi,6500000
Newly Renovated 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,5500000
Newly Built 2 Bedroom,2 bedroom flat / apartment for rent,2,2,2,"Ogudu, Ogudu, Lagos",Ogudu,700000
Room Selfcon Bq,Self contain (single rooms) for rent,0,1,1,"Chevron, Lekki, Lagos",Lekki,500000
4 Bedroom Flat,4 bedroom flat / apartment for rent,4,2,3,"Yaba, Yaba, Lagos",Yaba,2000000
Brand New Mini Flat Upstairs,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Abijo, Olive Garden Estate, Ajah, Lagos",Ajah,650000
Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,"Yaba, Yaba, Lagos",Yaba,1200000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
