title,description,bedrooms,bathrooms,toilets,location,city,price
Newly Built 2 Bedroom,2 bedroom flat / apartment for rent,2,2,3,"Mutual Garden Estate Ogunfayo, Ibeju Lekki, Lagos",Lekki,920000
Spacious Fully Serviced 2 Bedroom,2 bedroom flat / apartment for rent,2,2,2,"Parkview, Ikoyi, Lagos",Ikoyi,4000000
Beautiful Two Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"United Estate, Sangotedo, Ajah, Lagos",Ajah,1000000
Luxury Spacious 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,"Olokonla Road, Olokonla, Ajah, Lagos",Ajah,1600000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Penniual Garden, Sangotedo, Ajah, Lagos",Ajah,1000000
Luxury And Neat Two Bedroom Flat In A Serene Environment,2 bedroom flat / apartment for rent,2,2,1,"Behind Lagos Business School(lbs), Ajah, Lagos",Ajah,1300000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Destiny Homes Estate, Abijo, Lekki, Lagos",Lekki,750000
Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,4,"Road 17, Ikota, Lekki, Lagos",Lekki,3000000
Lovely Spacious 4 Bedroom All Rooms Ensuite Flat In A Serene Environ,4 bedroom flat / apartment for rent,4,4,5,"Yaba, Lagos",Yaba,2200000
Super Neat Room And Parlor,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Olokonla, Ajah, Lagos",Ajah,1100000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Destiny Homes Estate, Abijo, Lekki, Lagos",Lekki,550000
Luxury Executive 4 Bedrooms Terraced Duplex,4 bedroom flat / apartment for rent,4,4,5,"Fort Knox Residence, Spring Bay Estate, Gbangbala Street, Ikate, Lekki, Lagos",Lekki,5000000
Luxury And Neat Three Bedrooms Flat With Bq In A Serene Estate,3 bedroom flat / apartment for rent,3,3,1,"Westgate Estate,, Ologolo - Igbo Efon, Lekki, Lagos",Lekki,3000000
"A Brand New Self Contained, Sharing Only Kitchen",Self contain (single rooms) for rent,0,1,1,"Badore Road, Badore, Ajah, Lagos",Ajah,250000
Luxury 3 Bedroom Flats Without Bq,3 bedroom flat / apartment for rent,3,3,4,"By Chevron Tollgate, Lekki Phase 1, Lekki, Lagos",Lekki,2800000
3 Bedrooms Flat,3 bedroom flat / apartment for rent,3,2,3,"Magodo Brooks, Off Jubilee Road Cmd, Magodo, Lagos",Magodo,2500000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Victoria Arobieke Str., Lekki Phase 1, Lekki, Lagos",Lekki,1500000
Serviced Studio's Apartment,1 bedroom flat / apartment for rent,1,1,1,"Akoka, Yaba, Lagos",Yaba,700000
Luxury And Serviced 3 Bedroom With Fitted Kitchen,3 bedroom flat / apartment for rent,3,3,4,"Parkview Estate, Parkview, Ikoyi, Lagos",Ikoyi,6000000
Mini Flat Perfectly Finished With Pop Ceiling,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Container, Awoyaya, Ibeju Lekki, Lagos",Lekki,500000
Serviced 3 Bedroom Flats,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
Executive 1 Bedroom Self Contained (studio Apartment),Self contain (single rooms) for rent,0,1,1,"Off Hakeem Dickson, Lekki Phase 1, Lekki, Lagos",Lekki,1500000
Luxury 1 Bedroom (self Contained),Self contain (single rooms) for rent,0,1,1,"Off Fola Osibo, Lekki Phase 1, Lekki, Lagos",Lekki,1000000
Luxury 1 Bedroom Self Contained,Self contain (single rooms) for rent,0,1,1,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,1000000
Luxury Studio Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Lekki Phase 1, Lekki, Lagos",Lekki,1000000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,4,4,"Agungi, Lekki, Lagos",Lekki,2500000
Newly Refurbished Luxury 3 Bedroom Fully Finished And Fully Serviced,3 bedroom flat / apartment for rent,3,4,4,"Idado Estate, Lekki Expressway, Lekki, Lagos",Lekki,3000000
Newly Built Luxury 1 Bedroom Fully Finished And Fully Serviced Upper,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Gerrrard Road., Old Ikoyi, Ikoyi, Lagos",Ikoyi,4000000
Brand New Luxury 1 Room Spacious Serviced First Floor Studio Apartment,Self contain (single rooms) for rent,0,1,1,"Hunponu Wusu Street, Lekki Phase 1, Lekki, Lagos",Lekki,1500000
Newly Built Luxury 1 Bedroom Fully Finished And Fully Serviced Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Osapa London, Osapa, Lekki, Lagos",Lekki,1400000
Clean 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Ogombo, Ajah, Lagos",Ajah,1000000
Executive Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,3,"Apollo Estate,, Alapere, Ketu, Lagos",Ketu,1200000
3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikota, Lekki, Lagos",Lekki,2500000
Nice And Standard Self Contained,Self contain (single rooms) for rent,0,1,1,"Agungi, Lekki, Lagos",Lekki,1000000
Well Finished 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Kushenla Street, Ikate Elegushi, Lekki, Lagos",Lekki,3500000
Lovely And Spacious 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,"Shaki Cresent, Surulere, Lagos",Surulere,1200000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,2,3,"Xtadock Estate, Ado, Ajah, Lagos",Ajah,900000
Luxury 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Millennium Estate, Gbagada, Lagos",Gbagada,3000000
3 Bedroom Serviced Apartment,3 bedroom flat / apartment for rent,3,3,4,"Agungi, Lekki, Lagos",Lekki,2500000
1 Bedroom Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Off Admiralty Way, Lekki, Lagos",Lekki,1500000
3 Bedrooms Flat With Good Finishing,3 bedroom flat / apartment for rent,3,3,4,"Idowu Estate, Oke Ira, Ajah, Lagos",Ajah,1000000
1 Bedroom Self Contained,Self contain (single rooms) for rent,0,1,1,"Agungi, Lekki, Lagos",Lekki,800000
Brand New 2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,2,3,"Off Balogun Bus-stop (upstairs), Ago Palace, Isolo, Lagos",Isolo,850000
2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Osapa London, Lekki, Lagos",Lekki,2800000
Brand New Amazing Finished Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Badore, Ajah, Lagos",Ajah,600000
Nice Mini Flat,1 bedroom flat / apartment for rent,1,1,1,"Off Shipeolu Street, Onipanu, Onipanu, Shomolu, Lagos",Shomolu,650000
Nice Fine 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,3,"Yaba, Lagos",Yaba,1000000
Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Lekki, Lagos",Lekki,5000000
Brand New Lovely 4 Bedroom Terrace Duplex With Communal Pool,4 bedroom flat / apartment for rent,4,4,5,"Osapa, Lekki, Lagos",Lekki,7500000
A Single Room Bq With Toilet No Kitchen,Self contain (single rooms) for rent,0,1,1,"Olori Mojisola Onikoyi Avenue, Banana Road, Ikoyi, Lagos",Ikoyi,600000
Room And Parlor,1 bedroom flat / apartment for rent,1,1,1,"Chevron, Lekki Expressway, Lekki, Lagos",Lekki,1000000
Executive Self Contain Apartment,Self contain (single rooms) for rent,0,1,1,"Humponu Wusu Street, Lekki Phase 1, Lekki, Lagos",Lekki,1500000
Luxury 3 Bedroom Apartment With Bq,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
Standard Executive 3 Bedroom,3 bedroom flat / apartment for rent,3,4,4,"Yaba, Lagos",Yaba,1200000
Clean Fine 3 Bedroom,3 bedroom flat / apartment for rent,3,2,2,"Yaba, Lagos",Yaba,1000000
2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Ikota, Lekki, Lagos",Lekki,1500000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
One Bedroom Apartment,Self contain (single rooms) for rent,0,1,1,"Ikota, Lekki, Lagos",Lekki,700000
Newly Built 2 Bedroom Flat With Excellent Fittings,2 bedroom flat / apartment for rent,2,2,2,"Sangotedo, Ajah, Lagos",Ajah,1200000
Newly Renovated 1 Bedroom Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Sangotedo, Ajah, Lagos",Ajah,700000
Luxury 2 Bedroom Apartment In A Conducive Environment,2 bedroom flat / apartment for rent,2,2,3,"Agungi, Lekki, Lagos",Lekki,2500000
Nice 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,3,"Sangotedo, Olokonla, Ajah, Lagos",Ajah,1400000
3 Bedroom Flat With Modern Architecture,3 bedroom flat / apartment for rent,3,3,4,"Chevron, Lekki Phase 1, Lekki, Lagos",Lekki,2500000
Clean Room And Parlor Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"United Estate Sangotedo, Ajah, Lagos",Ajah,600000
Miniflat Upstairs,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ikate Off Cole Right, Surulere, Lagos",Surulere,600000
Fully Serviced One (1) Bedroom Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Victoria Island (VI), Lagos",Victoria Island,4000000
Newly Built Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Treasure Estate, Sangotedo, Ajah, Lagos",Ajah,750000
Luxury 4 Bedroom Terraced Duplex With Excellent Facilities,4 bedroom flat / apartment for rent,4,3,4,"Osapa London, Lekki, Lagos",Lekki,3500000
Spacious Shared Apartment,Self contain (single rooms) for rent,0,1,1,"Rock Stone Estate, Badore, Ajah, Lagos",Ajah,250000
Newly Built (shared),Self contain (single rooms) for rent,0,1,1,"Palliative View Phase 1, Badore, Ajah, Lagos",Ajah,300000
Standard Two Bedroom Flat (downstairs),2 bedroom flat / apartment for rent,2,2,2,"Off Fadunsi Okeira, Ogba, Ikeja, Lagos",Ikeja,900000
Executive 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,3,"Ajoke Estate Fagba, Agege, Lagos",Agege,700000
2 Bedrooms,2 bedroom flat / apartment for rent,2,2,3,"Ileja, Ajah, Lagos",Ajah,1100000
Renovated Service 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Marwa, Lekki Phase 1, Lekki, Lagos",Lekki,3500000
Fully Serviced 3 Bedroom Flat In Lekki Phase 1 With A Beautiful View,3 bedroom flat / apartment for rent,3,3,4,"Lekki, Lagos",Lekki,5000000
Clean 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Agungi, Lekki, Lagos",Lekki,2500000
Luxury And Newly Built Mini Flats In A Serene Environment,1 bedroom mini flat (room and parlour) for rent,1,1,1,"New Road Street, Awoyaya, Ibeju Lekki, Lagos",Lekki,450000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
Spacious 4 Bedroom Penthouse Apartment,4 bedroom flat / apartment for rent,4,4,5,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,30000000
Luxury And Newly Built Two Bedroom Flat In A Serene Environment,2 bedroom flat / apartment for rent,2,2,1,"Good News Estate, Sangotedo, Ajah, Lagos",Ajah,900000
Sharp Mini Flat Upstairs With Guest Toilet,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Abijo, Oluwa, Ajah, Lagos",Ajah,500000
Spacious 3 Bedroom Flat Apartment,3 bedroom flat / apartment for rent,3,3,3,"Obanikoro Axis, Anthony, Maryland, Lagos",Maryland,1500000
Classic Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Badore, Ajah, Lagos",Ajah,700000
Classic Self Contained Apartment,Self contain (single rooms) for rent,0,1,1,"Badore, Ajah, Lagos",Ajah,400000
"Luxury Fully Serviced, Brand New 2 Bedroom",2 bedroom flat / apartment for rent,2,2,3,"Palm Springs Estate, Ikate, Off Spare Rd, Lekki, Lagos",Lekki,4000000
4 Units Luxury 3 Bedroom Apartment,17 bedroom flat / apartment for rent,7,7,1,"Off Oniru Palace., Oniru, Victoria Island (VI), Lagos",Victoria Island,33000000
"Luxury 2 Bedroom Flat,",2 bedroom flat / apartment for rent,2,1,2,"Abraham Adesanya, Lekki, Lagos",Lekki,2500000
Well Furnished 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Greenville Estate, Badore, Ajah, Lagos",Ajah,1500000
2 Bedroom Flat Apartment,2 bedroom flat / apartment for rent,2,2,2,"Sholuyi, Gbagada, Lagos",Gbagada,850000
Nice And Standard Self Contained,Self contain (single rooms) for rent,0,1,1,"Osapa London, Osapa, Lekki, Lagos",Lekki,950000
Nice And Standard Self Contained,Self contain (single rooms) for rent,0,1,1,"Agungi, Lekki, Lagos",Lekki,1400000
Brand New Two Bedroom,2 bedroom flat / apartment for rent,2,2,3,"Surulere, Lagos",Surulere,1500000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,4,4,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
3 Bedroom Spacious Apartment In A Secured Estate,3 bedroom flat / apartment for rent,3,3,4,"Seaside Estate, Badore, Ajah, Lagos",Ajah,1100000
Commercial 4 Bedroom Flat,4 bedroom flat / apartment for rent,4,4,5,"South West, Ikoyi, Lagos",Ikoyi,5500000
2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Ori-oke, Ogudu, Lagos",Ogudu,1000000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Jakande, Lekki, Lagos",Lekki,1200000
Newly Built Finished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Sangotedo, Ajah, Lagos",Ajah,1800000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
Newly Renovated 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Victorious Estate Ojodu Berger, Ojodu, Lagos",Ojodu,1000000
Fully Serviced 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Ikate, Lekki, Lagos",Lekki,2500000
Luxury 3 Bedroom Flats With Modern Touches,3 bedroom flat / apartment for rent,3,4,4,"Alond New Road, Awoyaya, Ibeju Lekki, Lagos",Lekki,1500000
Top Notch 3 Bedroom Town House With Swimming Pool,3 bedroom flat / apartment for rent,3,3,4,"Banana Island, Ikoyi, Lagos",Ikoyi,14000000
Newly Built 2 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Chevron, Lekki, Lagos",Lekki,3000000
Clean 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Ogombo, Ajah, Lagos",Ajah,1000000
Newly Built Lovely 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,4,4,"Ikate, Lekki, Lagos",Lekki,6000000
Newly Built 2 Bedroom,2 bedroom flat / apartment for rent,2,2,3,"Ikate, Lekki, Lagos",Lekki,3700000
Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Isheri North Near, Magodo, Lagos",Magodo,1000000
Brand New Sweet 1 Bedroom Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Lekki Palm City, Ajah, Lagos",Ajah,1200000
Brand New Selfcontained With Excellent Facilities,Self contain (single rooms) for rent,0,1,1,"Ajah, Lagos",Ajah,600000
Well Finished 2 Bedroom,2 bedroom flat / apartment for rent,2,2,3,"Ologolo, Lekki, Lagos",Lekki,1500000
Lovely 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Omole Phase 1, Ikeja, Lagos",Ikeja,2000000
Fully Serviced First Floor Two-bedroom Flat With Boys Quarter,2 bedroom flat / apartment for rent,2,2,3,"Ikate Elegushi, Lekki, Lagos",Lekki,3700000
Newly Built 2 Bedroom,2 bedroom flat / apartment for rent,2,1,3,"Goodnews Estate, Sangotedo, Ajah, Lagos",Ajah,900000
Newly Built 3 Bedroom Luxury Apartment,3 bedroom flat / apartment for rent,3,3,3,"Overlook Condominiums, Ikoyi, Lagos",Ikoyi,23000000
4 Bedrooms Penthouse With A Bq And Swimming Pool And Gym,4 bedroom flat / apartment for rent,4,5,5,"Oniru, Victoria Island (VI), Lagos",Victoria Island,5000000
Luxury 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,"Osapa London, Osapa, Lekki, Lagos",Lekki,3500000
Luxury And Serviced 3 Bedroom Apartment With A Room Bq.,3 bedroom flat / apartment for rent,3,3,4,"Lateef Shofuwura Street, Gbagada, Lagos",Gbagada,3000000
Newly Built 2 Bedroom Luxury Apartment,2 bedroom flat / apartment for rent,2,2,2,"Overlook Condominium, Ikoyi, Lagos",Ikoyi,15000000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
Furnished 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,2,"Victoria Island (VI), Lagos",Victoria Island,8000000
Furnished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Magbon Close, Ikoyi, Lagos",Ikoyi,8000000
Executive 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,3,3,"Bourdillon Road, Ikoyi, Lagos",Ikoyi,15000000
3 Bedroom,3 bedroom flat / apartment for rent,3,3,4,"Agungi Opposite Dominos, Lekki, Lagos",Lekki,2500000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Agungi, Lekki, Lagos",Lekki,2100000
Spacious Room Self Contained Apartment,Self contain (single rooms) for rent,0,1,1,"Tinubu Road, Ilupeju, Lagos",Ilupeju,400000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Way, Ago Palace, Isolo, Lagos",Isolo,1000000
Standard Miniflat Room And Parlor Self-contained,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ibeju Lekki, Epe, Lagos",Epe,250000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Lekki, Lagos",Lekki,2500000
Standard Miniflat Room And Parlor Self-contained,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ibeju Lekki, Epe, Lagos",Epe,220000
Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Ogombo, Ajah, Lagos",Ajah,900000
Lovely Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Aina Ajayi Estate, Ekoro, Abule Egba, Agege, Lagos",Agege,650000
New 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Along Ogombo Road Sangotedo, Ajah, Lagos",Ajah,900000
Neat And Spacious 3 Bedrooms Flat,3 bedroom flat / apartment for rent,3,3,4,"Peninsula Estate Phase2, Off Sangotedo Ogombo Road, Sangotedo, Ajah, Lagos",Ajah,1200000
A Massive And Standard Room In A Duplex Shared Kitchen Only,Self contain (single rooms) for rent,0,1,1,"Osapa, Lekki, Lagos",Lekki,1000000
Standard Self Contained,Self contain (single rooms) for rent,0,1,1,"Fatai Arobieke, Lekki Phase 1, Lekki, Lagos",Lekki,600000
Fully Serviced Miniflat + Swimming Pool & Gym,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Gerrard Road, Ikoyi, Lagos",Ikoyi,4000000
3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,23000000
A Roomsef Contained,1 bedroom flat / apartment for rent,1,1,1,"Remlec, Badore, Ajah, Lagos",Ajah,300000
Tastefully Finished Miniflat,1 bedroom flat / apartment for rent,1,1,1,"Badore Road, Badore, Ajah, Lagos",Ajah,700000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
Fantastic 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Oshorun Estate, Opic, Isheri North, Lagos",North,1300000
4 Bedroom Terrace Duplex,4 bedroom flat / apartment for rent,4,4,4,"Chevron Estate, Lekki, Lagos",Lekki,5500000
Newly Built Well Finished Spacious 1 Bedroom Apartment (mini Flat),1 bedroom mini flat (room and parlour) for rent,1,1,1,"New Road, Beside Mayfair Garden, Awoyaya, Ibeju Lekki, Lagos",Lekki,450000
Executive Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,"Aina Ajayi Estate, Ekoro Road, Abule Egba, Agege, Lagos",Agege,650000
Tastefully Finished 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Opic, Isheri North, Lagos",North,1500000
Luxury And Fully Serviced 3 Bedroom Apartment In An Estate,3 bedroom flat / apartment for rent,3,3,3,"Palace Road, Oniru, Victoria Island (VI), Lagos",Victoria Island,4500000
Two Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,"Ogombo, Olive Garden Estate, Ajah, Lagos",Ajah,1000000
Executive Fully Serviced 3 Bedroom Apartment + B.q,3 bedroom flat / apartment for rent,3,4,4,"Off Kudirat Abiola Way, Oregun, Ikeja, Lagos",Ikeja,3000000
Luxury Water-front 3 Bedroom Serviced Flat With Excellent Facilities,3 bedroom flat / apartment for rent,3,3,4,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",Lekki,5000000
Fully Serviced 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,4,4,"Gra, Ikeja, Lagos",Ikeja,4000000
2 Bedroom Fully Serviced & Flat,2 bedroom flat / apartment for rent,2,2,3,"Ajisafe Street, Ikeja GRA, Ikeja, Lagos",Ikeja,4000000
3 Bedroom Luxury Flat,3 bedroom flat / apartment for rent,3,3,4,"Ogoyo Estate, Off Mobil Road, Ilaje, Ajah, Lagos",Ajah,1300000
A Brand New 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Aladenola Street, Ketu, Lagos",Ketu,1000000
Clean 2 Bedroom Flat Ensuite With Guest Toilet,2 bedroom flat / apartment for rent,2,3,3,"Off Olaniyi Road/ Ijaye Rd, Adetola Street, New Oko-Oba, Agege, Lagos",Agege,500000
Nice Decent Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Yaba, Lagos",Yaba,650000
Decent Standard Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Yaba, Lagos",Yaba,600000
Luxury Massive 3 Bedroom Flat Apartment,3 bedroom flat / apartment for rent,3,3,4,"Palace Road, Oniru, Victoria Island (VI), Lagos",Victoria Island,5000000
Neat 3 Bedroom,3 bedroom flat / apartment for rent,3,3,4,"Sangotedo, Ajah, Lagos",Ajah,1300000
Room And Palour,1 bedroom flat / apartment for rent,1,1,1,"Lakwe, Oribanwa, Ibeju Lekki, Lagos",Lekki,400000
Fine Clean Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Yaba, Lagos",Yaba,650000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
Clean Nice Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ikeja, Lagos",Ikeja,400000
Fairly Used 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,3,"Ogunfayo, Awoyaya, Ibeju Lekki, Lagos",Lekki,600000
Clean Luxury Fine 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,"Magodo, Lagos",Magodo,1100000
Two Bedrooms Flats Apartment,2 bedroom flat / apartment for rent,2,2,3,"Emmanuel Anabo Street United Estate, Sangotedo, Ajah, Lagos",Ajah,1600000
Two Bedrooms Flat,2 bedroom flat / apartment for rent,2,2,3,"Ologunfe Bustop, Awoyaya, Ibeju Lekki, Lagos",Lekki,750000
All Rooms Ensuite With Ac 2 Bedroom Luxury Apartment,2 bedroom flat / apartment for rent,2,2,2,"Chevron, Lekki, Lagos",Lekki,2500000
Furnished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Oniru, Victoria Island (VI), Lagos",Victoria Island,7000000
Newly Built Luxury 1 Bedroom Fully Finished And Fully Serviced,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Southern View Estate., Lekki Expressway, Lekki, Lagos",Lekki,1500000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,3,"Ikota, Lekki, Lagos",Lekki,2300000
Executive 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,3,3,"Cele Imeduoye, Awoyaya, Ibeju Lekki, Lagos",Lekki,1200000
2 Bedroom Luxury Apartments,2 bedroom flat / apartment for rent,2,1,2,"2nd Roundabout ( Maruwa), Lekki Right, Lekki, Lagos",Lekki,15000000
Newly Built Luxury 3 Bedroom Fully Finished And Fully Serviced Upper,3 bedroom flat / apartment for rent,3,4,4,"Off Awolowo Road Ikoyi., Ikoyi, Lagos",Ikoyi,8000000
Newly Built Luxury 3 Bedroom Fully Furnished And Fully Serviced Apartment,3 bedroom flat / apartment for rent,3,4,4,"Oniru, Victoria Island (VI), Lagos",Victoria Island,5000000
Newly Remodelled Luxury 1 Bedroom Fully Finished And Self Serviced,1 bedroom mini flat (room and parlour) for rent,1,1,1,"U3 Estate., Lekki Phase 1, Lekki, Lagos",Lekki,1800000
A 2 Bedroom Flat,Self contain (single rooms) for rent,0,1,3,"Orchid Road, By Chevron, Ikate Elegushi, Lekki, Lagos",Lekki,1700000
Sweet 2 Bedroom Flat With Excellent Facilities,2 bedroom flat / apartment for rent,2,3,3,"Ado, Ajah, Lagos",Ajah,1000000
Special 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"By Palace, Oniru, Victoria Island (VI), Lagos",Victoria Island,2300000
Lovely Abs Spacious 3 Bedroom Flat In A Secured Estate,3 bedroom flat / apartment for rent,3,3,4,"Canaanland Estate, By Okoado, Sangotedo, Ajah, Lagos",Ajah,1800000
Brand New 2 Bedroom Flat In A Secured Estate,2 bedroom flat / apartment for rent,2,2,3,"Cedar Court Zone Estate, Sangotedo, Ajah, Lagos",Ajah,1600000
"Fantastic 8units Of 3 Bedoom Flat, At The Heart Of The City",3 bedroom flat / apartment for rent,3,3,4,"Parkview Estate, Ikoyi, Lagos",Ikoyi,10000000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
Luxury 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Off Kunsela Road, Ikate Elegushi, Lekki, Lagos",Lekki,4000000
3 Bedroom Apartment With A Room Boys Quarter,3 bedroom flat / apartment for rent,3,3,4,"Richmond Gate Estate, Ikate Elegushi, Lekki, Lagos",Lekki,5000000
Spacious 3 Bedroom Apartment With A Bq,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Badore, Ajah, Lagos",Ajah,550000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,2,"Shapati Bustop, Bogije, Ibeju Lekki, Lagos",Lekki,500000
